Human Timestamp,Unix Time,Microseconds,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Magnetometer X,Magnetometer Y,Magnetometer Z,IMU Temperature,Pressure,Pressure Temperature
Thu Nov 12 00:13:42 IST 2020,1605120222,200085,0.55737114,-0.14765199,-9.774751,-0.216022073593046,-0.25203327838180584,0.4317839549242099,974.52844,-679.64343,532.2283,39.642162,98422.06,41.52
Thu Nov 12 00:13:42 IST 2020,1605120222,250007,0.5629145,-0.1482636,-9.768174,-0.24816285682487962,-0.25528843270374774,0.43022629233849313,974.50745,-678.3826,532.82166,39.640945,98422.28,41.52
Thu Nov 12 00:13:42 IST 2020,1605120222,300293,0.53572166,-0.14677693,-9.794388,-0.2210109575993095,-0.2724797532262021,0.40298302036002637,974.2104,-678.4828,532.5426,39.64505,98423.234,41.52
Thu Nov 12 00:13:42 IST 2020,1605120222,350007,0.55018723,-0.15564594,-9.790379,-0.20173866816422917,-0.28562052492511886,0.423831755401041,973.74475,-677.91174,532.71234,39.64518,98421.83,41.52
Thu Nov 12 00:13:42 IST 2020,1605120222,400009,0.56666684,-0.18431513,-9.811721,-0.16361073083343933,-0.22462997127653614,0.4245281690779146,973.35815,-679.0196,532.94824,39.637768,98422.47,41.52
Thu Nov 12 00:13:42 IST 2020,1605120222,450170,0.553631,-0.15181682,-9.782068,-0.2096588037437944,-0.2512762467760484,0.44993491702505106,973.5591,-677.9733,533.61145,39.6469,98422.33,41.515
Thu Nov 12 00:13:42 IST 2020,1605120222,500010,0.5423302,-0.120968945,-9.780503,-0.23404352771812464,-0.2609826286055535,0.4568318143759576,973.5775,-678.6898,532.9061,39.638763,98419.92,41.52
Thu Nov 12 00:13:42 IST 2020,1605120222,550007,0.56053686,-0.12782004,-9.770738,-0.27849024380482257,-0.24652044297521158,0.40707650451159655,972.85956,-679.45776,533.4606,39.65282,98422.19,41.52
Thu Nov 12 00:13:42 IST 2020,1605120222,600026,0.54272485,-0.12546252,-9.786174,-0.21814908936432645,-0.23614570816267302,0.43227121303049953,973.3445,-679.1171,533.5022,39.64361,98420.46,41.51
Thu Nov 12 00:13:42 IST 2020,1605120222,650007,0.5418724,-0.13965331,-9.806513,-0.21083695445737852,-0.25363998552031286,0.38765470982468375,973.4757,-678.58374,532.732,39.64235,98421.984,41.52
Thu Nov 12 00:13:42 IST 2020,1605120222,700260,0.5554053,-0.15993583,-9.779705,-0.18247085629760476,-0.22800926428664303,0.411264055546236,973.37823,-678.88574,532.8714,39.63375,98422.484,41.515
Thu Nov 12 00:13:42 IST 2020,1605120222,750007,0.56861,-0.18095475,-9.804227,-0.16887339158893416,-0.2223943744702002,0.406114054966551,973.2842,-679.43713,533.53516,39.645237,98420.55,41.51
Thu Nov 12 00:13:42 IST 2020,1605120222,800010,0.54572725,-0.11800207,-9.799914,-0.21272986549485678,-0.2365475319860944,0.41468780170419106,972.90686,-679.32007,532.8835,39.63335,98422.14,41.52
Thu Nov 12 00:13:42 IST 2020,1605120222,850125,0.5488941,-0.16107184,-9.768668,-0.17424087677544098,-0.25102201195694235,0.4388478124548279,972.7461,-676.6141,532.0927,39.64909,98422.14,41.51
Thu Nov 12 00:13:42 IST 2020,1605120222,900009,0.56372947,-0.12996851,-9.760697,-0.26204584241360446,-0.2829401310218335,0.431117556134189,972.7544,-678.3433,532.5011,39.637123,98423.125,41.52
Thu Nov 12 00:13:42 IST 2020,1605120222,950024,0.5351878,-0.14928758,-9.788876,-0.23868767689877943,-0.2680112916891982,0.3996181276654196,972.50134,-678.04065,532.6591,39.635117,98421.94,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,16,0.56390643,-0.14210263,-9.80406,-0.22899358940978032,-0.24801401561921643,0.39914263266270056,972.3857,-680.1013,531.742,39.642746,98422.72,41.52
Thu Nov 12 00:13:43 IST 2020,1605120223,50007,0.57200944,-0.1735077,-9.7953825,-0.17043566455234072,-0.23996228506164227,0.4109351819376999,972.0558,-677.23083,532.49835,39.642704,98422.77,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,100257,0.5596169,-0.15232395,-9.795117,-0.17759649179642517,-0.252457471074759,0.41926330748368723,972.76465,-676.76746,531.7454,39.63865,98422.555,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,150007,0.54910547,-0.1404261,-9.783465,-0.2049397691279895,-0.21926912655172237,0.3997760947627238,971.6218,-677.7357,531.6625,39.64653,98422.69,41.513332
Thu Nov 12 00:13:43 IST 2020,1605120223,200009,0.5634735,-0.14081594,-9.764705,-0.23410985644406454,-0.26749214039403413,0.43048401814317494,971.66235,-677.61865,531.14954,39.63835,98422.42,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,250110,0.54991066,-0.117653474,-9.794806,-0.19277598009885227,-0.2562006424128983,0.41589484791251385,971.3894,-677.5188,530.8276,39.643322,98422.7,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,300009,0.5384262,-0.13556363,-9.784155,-0.2296969660850578,-0.2634281778378766,0.3958443722579968,970.6272,-676.90704,530.651,39.644413,98422.734,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,350062,0.5599692,-0.16937427,-9.791878,-0.19878726753287587,-0.21640209772936644,0.4095286183146219,970.5221,-675.85077,529.8325,39.64512,98424.016,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,400009,0.5594646,-0.1626626,-9.784261,-0.20117305260996135,-0.22949185170973277,0.3717569891855344,971.04315,-674.429,529.568,39.642,98422.78,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,450007,0.54989153,-0.14026935,-9.808596,-0.18572940674138397,-0.2520865728300796,0.4377101306120761,971.0223,-673.5819,529.1518,39.639885,98423.89,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,500205,0.5625717,-0.14279209,-9.7772045,-0.19780030519780906,-0.25447588683823624,0.4270952956774639,971.0118,-672.5201,527.5432,39.64552,98424.266,41.515
Thu Nov 12 00:13:43 IST 2020,1605120223,550007,0.5650717,-0.15232441,-9.75496,-0.21603535451643213,-0.253777651777584,0.4497297077859876,971.7255,-671.91486,528.0574,39.635296,98423.78,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,600009,0.5389345,-0.12340537,-9.777129,-0.26231904998040495,-0.25659364390864176,0.4427855682933218,971.3612,-671.4991,527.6678,39.650646,98422.03,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,650050,0.5485635,-0.14346825,-9.796063,-0.21570264841286174,-0.23956499572491988,0.42152292378860434,973.3285,-670.28986,526.84644,39.633804,98421.77,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,700010,0.566913,-0.16261655,-9.801068,-0.19561496720011576,-0.23055159350495563,0.41070075466718686,973.5382,-668.4781,525.7392,39.635002,98421.28,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,750289,0.5573341,-0.155013,-9.79654,-0.13963756370209773,-0.23960432623089054,0.3975829969112235,975.901,-667.21643,525.3093,39.64084,98420.12,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,800009,0.55284005,-0.17192566,-9.785977,-0.1569241463907261,-0.22311442819070107,0.37495184811530324,978.84894,-666.51483,525.7642,39.63324,98420.125,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,850007,0.5670341,-0.15992498,-9.779605,-0.23689374668602328,-0.2562218729175684,0.42218382048179387,982.7961,-667.0976,525.35846,39.633053,98419.57,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,900157,0.54943347,-0.12546618,-9.788493,-0.24510114863843063,-0.25301608568512757,0.4439445375589868,986.66187,-670.8242,525.1399,39.622047,98420.59,41.51
Thu Nov 12 00:13:43 IST 2020,1605120223,950007,0.53371614,-0.13368414,-9.784952,-0.23931453648260503,-0.261984143038102,0.46916501106925884,989.8665,-677.94885,526.35754,39.63365,98420.69,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,19,0.55998415,-0.14743996,-9.773711,-0.22745017535758208,-0.2520193144395027,0.4149397597935737,988.78827,-681.7782,528.2494,39.631237,98417.37,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,50024,0.55920213,-0.14786707,-9.805084,-0.20790040948747002,-0.24360653249330258,0.4023474333122613,988.2145,-685.94714,530.5162,39.64182,98417.734,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,100010,0.543729,-0.1410427,-9.803633,-0.18032613895272537,-0.2446318197787123,0.41278881938745055,983.8706,-690.1708,531.7433,39.645706,98419.984,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,150274,0.54761684,-0.16846979,-9.787155,-0.18695527391541972,-0.23144340751033465,0.42052730988058884,980.69336,-690.9405,531.7886,39.637096,98420.58,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,200010,0.57441294,-0.13455741,-9.778638,-0.1880356390873865,-0.25069846969050835,0.42378686587999587,978.71954,-691.988,531.65314,39.646828,98419.5,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,250008,0.53983843,-0.14254871,-9.765528,-0.2615025957288684,-0.25363824002752494,0.44494003763051615,975.2497,-690.21893,532.3837,39.63512,98420.664,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,300147,0.5432266,-0.123305656,-9.786942,-0.1792893541822128,-0.2411040270724007,0.4256021024884129,974.5524,-688.6915,532.63165,39.638016,98420.36,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,350008,0.55693424,-0.13570015,-9.787176,-0.22973106011266475,-0.21919742853818494,0.3863515856220361,972.46716,-687.9906,532.4457,39.626762,98420.65,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,400025,0.55710214,-0.16660032,-9.802406,-0.16755673981718033,-0.23263083589754138,0.4317425184432452,972.082,-686.84924,532.2237,39.64071,98420.72,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,450008,0.5512233,-0.16144313,-9.78794,-0.1889600862188,-0.24375791604715685,0.4290463012683826,972.36475,-683.32135,532.8554,39.636982,98420.4,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,500010,0.5619719,-0.15156727,-9.791381,-0.20221141211853252,-0.21679682574515008,0.3829883625292264,972.49286,-683.5163,533.20404,39.63571,98421.03,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,550235,0.56434166,-0.15307994,-9.785031,-0.2084098846813099,-0.2809816881138186,0.424207833205841,971.87616,-683.2155,532.53595,39.63306,98420.484,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,600010,0.5376132,-0.12991305,-9.767641,-0.23026512398751667,-0.25043047962932385,0.4265375348407416,972.5275,-682.843,532.48505,39.623062,98418.86,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,650008,0.5523605,-0.14178771,-9.783082,-0.25413562958108343,-0.26761785382025777,0.4262730547378805,973.25867,-680.8036,533.13586,39.628593,98421.31,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,700099,0.55856407,-0.15871641,-9.780419,-0.25005282708646526,-0.25855419279165087,0.3983586787279646,973.9701,-680.64453,531.9138,39.633575,98421.34,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,750008,0.5472167,-0.12573786,-9.8147955,-0.19297445401248423,-0.2434161030246931,0.43394589952399587,973.9341,-682.03265,532.5292,39.63935,98421.19,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,800064,0.5527885,-0.16037752,-9.804305,-0.19033335266967416,-0.24234129686780082,0.402658320755983,973.8079,-680.65857,532.86554,39.64071,98421.77,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,850008,0.57291806,-0.16400379,-9.770424,-0.1647347522978511,-0.2500944153494115,0.4021150171530039,973.5952,-680.4325,533.2693,39.632137,98421.25,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,900010,0.5532986,-0.14184433,-9.790679,-0.2585089238156518,-0.26204920058994635,0.4221494418629715,973.59735,-679.1411,533.39325,39.639763,98422.89,41.51
Thu Nov 12 00:13:44 IST 2020,1605120224,950200,0.5461065,-0.10659446,-9.777556,-0.2295288295949893,-0.26520939630967744,0.40999800409258336,974.2388,-680.0433,532.7895,39.644886,98421.555,41.506664
Thu Nov 12 00:13:45 IST 2020,1605120225,17,0.5459149,-0.16346155,-9.784519,-0.20756645118255176,-0.25756224062394034,0.44829210474768144,973.55884,-680.72,532.3779,39.64382,98421.24,41.51
Thu Nov 12 00:13:45 IST 2020,1605120225,50008,0.5477934,-0.12915327,-9.793807,-0.23861239303592774,-0.2345778382386966,0.4086401245400894,973.86035,-679.1094,532.9111,39.636654,98420.94,41.51
Thu Nov 12 00:13:45 IST 2020,1605120225,100089,0.5458397,-0.1651424,-9.804025,-0.20222911369213148,-0.23183107766397595,0.4089966983602595,973.9791,-678.4828,532.7803,39.631504,98422.15,41.51
Thu Nov 12 00:13:45 IST 2020,1605120225,150008,0.5721839,-0.15622288,-9.799028,-0.15463397447564697,-0.22160541173007292,0.39314603013539245,973.49396,-680.2465,533.46497,39.630356,98422.5,41.51
Thu Nov 12 00:13:45 IST 2020,1605120225,200327,0.578819,-0.15712385,-9.78792,-0.16712501494339244,-0.21772191794998524,0.44998386671410284,972.97687,-678.85974,533.57544,39.638252,98422.0,41.51
Thu Nov 12 00:13:45 IST 2020,1605120225,250008,0.5525313,-0.12785868,-9.778313,-0.18059543813350082,-0.27203108568872303,0.41380412700757296,974.23676,-678.51166,534.14856,39.62947,98422.39,41.51
Thu Nov 12 00:13:45 IST 2020,1605120225,300010,0.54605025,-0.12196793,-9.77098,-0.24364212536797744,-0.2291576277863468,0.4307628036977976,973.1518,-678.55273,533.7684,39.629948,98422.45,41.5
Thu Nov 12 00:13:45 IST 2020,1605120225,350168,0.5611947,-0.1462475,-9.790649,-0.24636363321551671,-0.26705910640065533,0.4381874849440692,974.03864,-678.7721,532.95135,39.63236,98421.2,41.51
Thu Nov 12 00:13:45 IST 2020,1605120225,400010,0.53961366,-0.13954896,-9.8018875,-0.22783934435829126,-0.23826299091438619,0.42692936002612797,973.5819,-680.4501,533.05066,39.62435,98422.55,41.504997
Thu Nov 12 00:13:45 IST 2020,1605120225,450008,0.54145503,-0.160854,-9.793558,-0.19569637926047279,-0.23012364420795894,0.3933266127479485,973.5775,-679.577,533.47736,39.63824,98419.66,41.504997
Thu Nov 12 00:13:45 IST 2020,1605120225,500028,0.56675154,-0.17392232,-9.797686,-0.17827298408821954,-0.22043547621624052,0.4386226438851898,973.8487,-677.84143,533.699,39.63409,98422.016,41.5
Thu Nov 12 00:13:45 IST 2020,1605120225,550008,0.56911945,-0.17075486,-9.77999,-0.19766373935990417,-0.24398543723750904,0.4103071460435172,973.7053,-679.30676,533.4239,39.636593,98420.81,41.51
Thu Nov 12 00:13:45 IST 2020,1605120225,600259,0.54462034,-0.11566183,-9.791612,-0.22095779596026954,-0.23106890444359332,0.4061983319118099,973.4899,-679.55615,533.3209,39.62925,98422.516,41.504997
Thu Nov 12 00:13:45 IST 2020,1605120225,650008,0.5572504,-0.14647149,-9.776356,-0.2233491021069341,-0.2671876277935377,0.4396994232078423,974.4596,-679.0039,534.4405,39.63212,98419.47,41.5
Thu Nov 12 00:13:45 IST 2020,1605120225,700010,0.55810595,-0.13324253,-9.7647915,-0.2531061303456856,-0.25112199833729226,0.4438244780115761,973.84344,-678.1803,534.0675,39.634525,98420.56,41.504997
Thu Nov 12 00:13:45 IST 2020,1605120225,750119,0.5412254,-0.12504874,-9.801289,-0.22988650383452564,-0.2454958007632235,0.42072155287148494,973.47943,-679.24,533.5175,39.619625,98419.31,41.5
Thu Nov 12 00:13:45 IST 2020,1605120225,800010,0.5462121,-0.15217555,-9.793107,-0.25063568886838733,-0.25099620902007785,0.42759723869046906,973.3584,-679.49634,533.37866,39.639473,98420.8,41.504997
Thu Nov 12 00:13:45 IST 2020,1605120225,850023,0.5584159,-0.17891912,-9.805576,-0.1808140421324366,-0.2584472054674017,0.4360600707450872,973.1011,-678.3877,533.83655,39.639942,98422.125,41.504997
Thu Nov 12 00:13:45 IST 2020,1605120225,900010,0.55095285,-0.1402061,-9.784911,-0.18624778015389257,-0.23478881519305922,0.42395154932998397,974.8421,-677.1708,533.97595,39.629765,98422.516,41.5
Thu Nov 12 00:13:45 IST 2020,1605120225,950008,0.54815173,-0.13617772,-9.778406,-0.2047489981499215,-0.23204791719737616,0.40303906585671584,973.0143,-679.0283,533.1097,39.627476,98421.34,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,243,0.5685521,-0.14630333,-9.775668,-0.24893400415492176,-0.23016589651707456,0.43947634164045063,974.2411,-681.873,533.14984,39.63122,98419.516,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,50008,0.5453448,-0.119372,-9.786,-0.21864632713590337,-0.23401673819838004,0.45040551705886495,973.75635,-680.05347,534.04,39.638763,98422.14,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,100010,0.5395089,-0.14229986,-9.821317,-0.19660122754351791,-0.23736064703403673,0.36287694640911466,974.2334,-678.4137,533.9909,39.635357,98419.97,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,150108,0.5757215,-0.16309357,-9.788566,-0.1786436546599266,-0.23536433452162356,0.4205696570534429,974.6667,-676.3262,532.44275,39.6289,98420.5,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,200010,0.5607855,-0.15798439,-9.781624,-0.19863024907295637,-0.23678349604917065,0.41821047176862514,975.6598,-675.51666,533.1073,39.62753,98419.53,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,250035,0.55270267,-0.13777421,-9.786443,-0.209971190034584,-0.24849057309580636,0.4313750163204031,975.8415,-675.3938,533.5873,39.638065,98419.97,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,300010,0.5424039,-0.16077098,-9.770242,-0.22587720176447584,-0.26253974098158717,0.40464047959861615,976.3495,-676.6686,533.84656,39.638996,98422.9,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,350008,0.5537113,-0.14451002,-9.774481,-0.2208350043371909,-0.26312165412612454,0.4337870596802977,976.3576,-676.3522,534.61127,39.62165,98421.914,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,400214,0.5517887,-0.15528908,-9.770894,-0.170524077556597,-0.2569259515845106,0.4478918556623187,978.36206,-675.1376,533.6271,39.622456,98419.03,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,450008,0.5605448,-0.16488948,-9.787184,-0.1694802159511944,-0.22412660530745387,0.3754541705832623,977.20514,-677.5356,533.4621,39.62094,98420.69,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,500010,0.56173444,-0.14786316,-9.812137,-0.17508787715076565,-0.22889513982199367,0.4036867954630054,977.4069,-677.3489,534.0345,39.632233,98421.94,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,550054,0.54894125,-0.1438624,-9.813595,-0.19199893224427717,-0.2167325271032135,0.38237747799895955,977.1527,-675.6633,533.7401,39.645687,98421.66,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,600010,0.5722078,-0.1138722,-9.811386,-0.18792535050503847,-0.2828195971557305,0.41629805674651693,978.012,-675.6898,533.9603,39.629128,98420.34,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,650287,0.5691351,-0.14795129,-9.783457,-0.20563589821364767,-0.22196310494235696,0.36828619061329704,977.6461,-677.12085,533.63336,39.629192,98421.586,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,700010,0.57618666,-0.09561582,-9.765375,-0.22111688244968777,-0.2232084950737703,0.4614916729917034,977.24365,-675.71216,533.885,39.623123,98419.51,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,750008,0.57828295,-0.15232745,-9.7668705,-0.14389225929082794,-0.26159544835608517,0.4667492869963115,976.6615,-676.9014,534.58246,39.619766,98421.76,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,800158,0.54953825,-0.15131962,-9.820237,-0.06201066611705877,-0.25973260912370266,0.4638106739969043,976.6096,-675.94775,535.6367,39.629597,98422.09,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,850008,0.55038816,-0.18894862,-9.799892,-0.12037780576686963,-0.26555132316862734,0.41319111752956433,976.69946,-677.9536,534.8082,39.627884,98421.3,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,900010,0.5204792,-0.14588183,-9.801385,-0.17018865835010627,-0.23066421573527007,0.4120964658785836,975.6974,-677.68097,535.4623,39.62575,98421.75,41.5
Thu Nov 12 00:13:46 IST 2020,1605120226,950020,0.53180265,-0.16895539,-9.766866,-0.15186836447609187,-0.24723518432635802,0.41116046434382414,976.4044,-675.7453,534.2015,39.62418,98420.2,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,17,0.5342741,-0.1779123,-9.78408,-0.1577890854989959,-0.22643539897439513,0.387761754067176,977.11273,-676.30286,534.0703,39.627876,98421.11,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,50256,0.51836795,-0.14669694,-9.772836,-0.2430748022664171,-0.23747288980939726,0.4039315059627688,976.7256,-676.7251,534.094,39.629196,98421.266,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,100010,0.5665776,-0.17042561,-9.754736,-0.22199249372853572,-0.22976228925536987,0.42233237709624166,976.23413,-677.3933,534.2803,39.629173,98419.75,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,150008,0.5690265,-0.16076809,-9.802454,-0.1689554487227128,-0.24486036549743997,0.4363645454000882,975.9211,-674.45337,534.471,39.61835,98421.96,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,200120,0.5689091,-0.13355489,-9.790644,-0.2612638426718811,-0.26938359052993993,0.38367836341737926,976.074,-675.6108,534.4222,39.627636,98421.39,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,250008,0.56186956,-0.16183767,-9.771647,-0.2694574514367145,-0.26976192609171556,0.42406364032336297,975.70123,-677.21436,534.81647,39.633305,98421.266,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,300025,0.5563555,-0.11622532,-9.791062,-0.19160955454334336,-0.28045071679684086,0.41785465685836287,976.1621,-676.17737,534.4523,39.627125,98419.24,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,350008,0.55024976,-0.14311902,-9.8216305,-0.15798693331195393,-0.2607700010221415,0.44133912395459,975.10944,-675.2575,535.2945,39.622673,98422.59,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,400010,0.5419905,-0.1737195,-9.773092,-0.20725966185233202,-0.2406063339548791,0.4048931586524112,975.2427,-676.9314,534.8012,39.63353,98421.766,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,450236,0.54919076,-0.13604389,-9.746998,-0.2632761492106007,-0.250879887103963,0.4549703222086614,975.79285,-675.77454,534.929,39.630688,98421.5,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,500010,0.53233504,-0.14852147,-9.797071,-0.11420483257699367,-0.20206594806195896,0.4565700284032692,976.6811,-676.2801,534.7731,39.622704,98419.66,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,550008,0.5783334,-0.16031218,-9.801507,-0.19549234633176635,-0.2289696268294422,0.4386682923161427,975.8081,-676.0787,534.5921,39.61865,98421.2,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,600117,0.5577357,-0.15725775,-9.802269,-0.2644402411181432,-0.24113918357387856,0.422254854449162,975.6737,-676.44336,534.3094,39.620594,98419.16,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,650008,0.56391406,-0.1560753,-9.769192,-0.2961792194993031,-0.25171690781400036,0.41033435296371107,976.9458,-674.8371,535.13794,39.629818,98420.28,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,700035,0.5650156,-0.14515072,-9.78182,-0.1424231709777228,-0.24793106676629617,0.41107034379227536,977.25494,-673.8275,534.79553,39.6283,98421.14,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,750008,0.54845494,-0.15474525,-9.828563,-0.17580679250640488,-0.27227649818015115,0.37094207172656113,975.9735,-675.6043,534.31256,39.631844,98420.7,41.5
Thu Nov 12 00:13:47 IST 2020,1605120227,800010,0.53537035,-0.14779356,-9.762825,-0.3179971394107949,-0.2799432527142566,0.4393223588201622,976.95056,-676.3519,535.1066,39.623173,98420.63,41.495003
Thu Nov 12 00:13:47 IST 2020,1605120227,850199,0.539127,-0.14211172,-9.772794,-0.23961688618986426,-0.24329928781713817,0.4310347970087457,977.0413,-675.88904,534.7365,39.62982,98421.695,41.495003
Thu Nov 12 00:13:47 IST 2020,1605120227,900010,0.5625201,-0.1485494,-9.789698,-0.17982643472394816,-0.2432590086737828,0.4169998207382404,977.0524,-680.254,534.2874,39.62741,98421.99,41.49
Thu Nov 12 00:13:47 IST 2020,1605120227,950008,0.56492925,-0.15779787,-9.81596,-0.154486176771107,-0.24276837341840354,0.39625831966719494,977.1887,-678.4422,534.60645,39.622173,98420.81,41.49667
Thu Nov 12 00:13:48 IST 2020,1605120228,56,0.5635408,-0.1418881,-9.769805,-0.3311819848026059,-0.26387437891815535,0.3909811637324615,977.5929,-677.98535,534.1018,39.627922,98421.125,41.49
Thu Nov 12 00:13:48 IST 2020,1605120228,50008,0.54893255,-0.14400625,-9.759671,-0.2674043914359472,-0.2616219343118667,0.45454058947338144,977.401,-676.7862,534.2471,39.623524,98422.125,41.495003
Thu Nov 12 00:13:48 IST 2020,1605120228,100349,0.55909044,-0.17476858,-9.797753,-0.12045778538477571,-0.27401958142908606,0.4439947394493864,977.2071,-676.438,534.34467,39.62331,98419.7,41.49
Thu Nov 12 00:13:48 IST 2020,1605120228,150008,0.55159223,-0.13123085,-9.822514,-0.2381413186834215,-0.24084960252581772,0.4408765304203032,977.39557,-676.05664,534.0399,39.62953,98420.17,41.495003
Thu Nov 12 00:13:48 IST 2020,1605120228,200010,0.539901,-0.17398915,-9.784837,-0.25849427685443166,-0.23840308568336224,0.3854019995999274,977.011,-675.62415,534.0865,39.628536,98422.58,41.495003
Thu Nov 12 00:13:48 IST 2020,1605120228,250151,0.56541014,-0.13132143,-9.761848,-0.28389669901509385,-0.23791842684350675,0.43492519686899417,976.6289,-674.34863,534.184,39.6247,98420.664,41.49
Thu Nov 12 00:13:48 IST 2020,1605120228,300010,0.5553923,-0.14646943,-9.778989,-0.08353829824563806,-0.2354456896637375,0.4335939929997587,977.90356,-675.1692,534.37335,39.630295,98421.91,41.49
Thu Nov 12 00:13:48 IST 2020,1605120228,350008,0.5597566,-0.15116304,-9.817997,-0.17660423606475156,-0.2234336826161561,0.40480952678057397,977.1549,-676.1945,534.54425,39.622,98419.67,41.49
Thu Nov 12 00:13:48 IST 2020,1605120228,400021,0.5497178,-0.13405089,-9.773077,-0.32394190839140163,-0.24227785199951046,0.41710530921542166,976.8429,-676.3717,534.8013,39.60682,98420.85,41.49
Thu Nov 12 00:13:48 IST 2020,1605120228,450008,0.55931085,-0.15839429,-9.755799,-0.17393294908035956,-0.2639773060743979,0.41714078825361034,976.833,-676.56635,534.78687,39.618942,98420.43,41.495003
Thu Nov 12 00:13:48 IST 2020,1605120228,500267,0.55852884,-0.17548142,-9.80643,-0.1427315540187489,-0.252192118225504,0.4125587179034119,977.34705,-675.08435,534.9698,39.629482,98422.86,41.495003
Thu Nov 12 00:13:48 IST 2020,1605120228,550008,0.54682904,-0.14884587,-9.808763,-0.21457631227323126,-0.23732679965214978,0.3994120077344668,976.1113,-676.19867,534.97174,39.613003,98422.695,41.49
Thu Nov 12 00:13:48 IST 2020,1605120228,600010,0.5498147,-0.1554369,-9.77967,-0.2926168015284491,-0.2373281087717407,0.4117795830465904,976.46063,-677.403,534.1772,39.63606,98420.836,41.49
Thu Nov 12 00:13:48 IST 2020,1605120228,650115,0.5575755,-0.13802394,-9.759344,-0.12693119203439376,-0.2515830740517635,0.46145482791568077,975.882,-675.87085,534.5128,39.621525,98421.81,41.495003
